technischer Schlüssel;Objektnummer;Bezirk;Ortsteil;Art der Grünanlage;Name der Grünanlage;Namenszusatz der Grünanlage;Baujahr;letztes Sanierungsjahr;Größe in m² (Kataster);Widmung;Nummer des Planungsraumes;Name Planungsraum;anrechenbar Grünflächenversorgung
00008100:000a6b73;321036;Neukölln;Britz;Grünanlage;Schloßgarten Britz;-;-;-;24554;gewidmet;8020622;Parchimer Allee;1
00008100:000a6e2a;221060;Neukölln;Britz;Grünanlage;Walnußweg-Grünanlage;-;-;-;3311;gewidmet;8020621;Mohriner Allee Nord;0
00008100:0012d720;696;Tempelhof-Schöneberg;Marienfelde;Grünanlage;Reinstedter Weg;a.d.Kol.Diedersdorfer Weg;-;-;103;gewidmet;7060604;Marienfelde Süd;0
00008100:0012d991;245;Tempelhof-Schöneberg;Marienfelde;Grünanlage;Birkholz - Grünanlage;Kolonie;-;-;10720;gewidmet;7060604;Marienfelde Süd;1
00008100:0012d98b;222;Tempelhof-Schöneberg;Marienfelde;Grünanlage;Amstelveen - Grünanlage;an der KGA;-;-;9248;gewidmet;7060604;Marienfelde Süd;1
00008100:0016cc8b;18068;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Gottlieb-Dunkel-Str. 16-18;Teilestr. 17;-;-;20581.8;gewidmet;7040406;Germaniagarten;1
00008100:0012d6db;698;Tempelhof-Schöneberg;Marienfelde;Grünanlage;FZP Marienfelde - BMX;ehem. BMX-Bahn;-;-;5250;gewidmet;7060604;Marienfelde Süd;1
00008100:0012d986;247;Tempelhof-Schöneberg;Marienfelde;Grünanlage;Eschwege - Promenade;Grünanlage - Kolonie;-;-;1720;gewidmet;7060604;Marienfelde Süd;0
00008100:000a6e5b;211080;Neukölln;Buckow;Grünanlage;In den Gärten-Grünanlage;-;-;-;3496;gewidmet;8020727;Buckow Mitte;0
00008100:000a6e5f;211074;Neukölln;Buckow;Grünanlage;Siedlung Neue Heimstatt;-;-;-;7014;gewidmet;8020726;Buckow West;0
00008100:000a6df7;231087;Neukölln;Britz;Grünanlage;Rohrdommelweg;-;-;-;6155;gewidmet;8020623;Ortolanweg;1
00008100:000a6bf9;231101;Neukölln;Rudow;Grünanlage;Neudeckerweg-Grünanlage;-;-;-;4471;gewidmet;8041040;Waltersdorfer Chaussee Ost;0
00008100:0012db55;19161;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Priesterweg - Zugang Baluschek-Park;Vorplatz alter S-Bhf;-;-;1315;gewidmet;7030303;Grazer Platz;1
00008100:0012dcbb;17230;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Rudolph-Wilde-Park (Ost) - Gartendenkmal;östl. Carl-Zuckmayer-Brücke;1912;-;23944;gewidmet;7020202;Volkspark (Rudolf-Wilde-Park);1
00008100:0012d970;203;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Steingrube (Promenade);-;-;-;404;gewidmet;7040401;Neu-Tempelhof;0
00008100:0012d9a8;139;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Kynastteich - Gartendenkmal;-;1913;-;3000;gewidmet;7040401;Neu-Tempelhof;1
00008100:0012d9b5;137;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Achenbachpromenade - Grünanlage;Bayernring bis Badener Ring;-;-;3245;gewidmet;7040401;Neu-Tempelhof;1
00008100:0012db83;18067;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Gottlieb-Dunkel-Str. - Grünanlage;an der BAB 100;2000;-;35296;gewidmet;7040406;Germaniagarten;1
00008100:0012d745;718;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Birkenweg am Volkspark Mariendorf - Gartendenkmal;zw. Prühßstr. u. Rixdorfer Str.;1923;-;7587;gewidmet;7050503;Eisenacher Str.;1
00008100:0012db76;18961;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Flaschenhalspark;zw. Monumentenstraße und Yorkstraße;-;-;42176;gewidmet;7020204;Schöneberger Insel;1
00008100:0012d99c;161;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Rohrbeckstr. - Tiefbeet;-;-;-;1640;gewidmet;7040406;Germaniagarten;1
00008100:000a6df5;231092;Neukölln;Rudow;Grünanlage;Röthepful-Grünanlage;-;-;-;17619;gewidmet;8041040;Waltersdorfer Chaussee Ost;1
00008100:000a6cd3;231103;Neukölln;Rudow;Grünanlage;Südpark-Grünanlage;-;2002;-;89467;gewidmet;8041039;Frauenviertel;1
00008100:000a6d6a;411004;Neukölln;Neukölln;Grünanlage;Wildenbruchplatz-Grünanlage;-;1962;-;12973;gewidmet;8010301;Reuterkiez;1
00008100:0012d9a7;141;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Wolffring - Gartendenkmal;-;1927;-;8997;gewidmet;7040401;Neu-Tempelhof;1
00008100:0012d9be;236;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Feldblumenweg (Promenade);-;-;-;1890;gewidmet;7040405;Rathaus Tempelhof;1
00008100:0012d9e1;217;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Schätzelberge;-;-;-;39788;gewidmet;7050503;Eisenacher Str.;1
00008100:0012d9a4;166;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Albrechtshöhe (Promenade);-;-;-;1729;gewidmet;7040405;Rathaus Tempelhof;0
00008100:0012d9cf;207;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Bergfrieden (Promenade);-;-;-;1584;gewidmet;7040405;Rathaus Tempelhof;0
00008100:0012d9b8;238;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Hansakorso (Promenade);-;-;-;3456;gewidmet;7040401;Neu-Tempelhof;0
00008100:0012d9b6;213;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Tempelhofer Damm 161 - Grünanlage;"""Grunackpark""";-;-;9609;gewidmet;7040405;Rathaus Tempelhof;1
00008100:0012d7f5;17915;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Lehnepark - Gartendenkmal;-;1890;-;10684;gewidmet;7040403;Manteuffelstr.;1
00008100:0012d7b9;17990;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Gotenstr. 83-84 - Grünanlage;Cheruskerstr. 2;-;-;437;gewidmet;7020204;Schöneberger Insel;0
00008100:000a6bf6;431018;Neukölln;Neukölln;Grünanlage;Kottbusser Damm;-;-;-;1929;gewidmet;8010301;Reuterkiez;0
00008100:000a6d63;431006;Neukölln;Neukölln;Grünanlage;Boddinplatz;-;-;-;1331;gewidmet;8010211;Flughafenstraße;0
00008100:000a6d61;431012;Neukölln;Neukölln;Grünanlage;Rübelandstraße;-;-;2017;8122;gewidmet;8010213;Körnerpark;1
00008100:0012db73;18707;Tempelhof-Schöneberg;Friedenau;Grünanlage;GASAG Nordspitze;am Cheruskerpark;2010;-;6297;gewidmet;7020204;Schöneberger Insel;1
00008100:0012dd11;17246;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Viktoria-Luise-Platz - Gartendenkmal;-;1900;-;6363;gewidmet;7010101;Wittenbergplatz/Viktoria-Luise-Platz;1
00008100:0012db81;18861;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Britzer Garten (Teilstück);zwischen Hundsteinweg und Wildspitzweg;-;-;22422;-;7050505;Hundsteinweg;1
00008100:0012db57;19129;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Teltowkanal Nord Geiserich- bis Gersdorf;-;-;-;1112;gewidmet;7040404;Marienhöhe;0
00008100:0012db72;19002;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Hertha-Block-Promenade;Ost-West-Grünzug;2010;-;2995;gewidmet;7040401;Neu-Tempelhof;0
00008100:0012dcbc;17231;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Heinrich-v.-Kleist-Park - Gartendenkmal;-;1910;-;43814;gewidmet;7010103;Barbarossaplatz;1
00008100:0012dcbf;17235;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Wartburgplatz - Grünanlage;-;1958;-;10226;gewidmet;7020203;Kaiser-Wilhelm-Platz;1
00008100:0012d92c;646;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Britzer Str. 21-79 ehem. Spielplatz;-;-;-;1981;gewidmet;7050505;Hundsteinweg;1
00008100:000a6d66;431008;Neukölln;Neukölln;Grünanlage;Schillerpromenade-Grünanlage;-;-;-;4902;gewidmet;8010117;Schillerpromenade;0
00008100:000a6b47;231099;Neukölln;Buckow;Grünanlage;Wendehalsweg;-;-;-;794;gewidmet;8040934;Vogelviertel Nord;0
00008100:000a6c91;321062;Neukölln;Britz;Grünanlage;Brandpfuhl;-;-;-;503;gewidmet;8020620;Tempelhofer Weg;0
00008100:000a6e26;211069;Neukölln;Buckow;Grünanlage;Hochspannungsweg-Grünanlage;-;-;-;95890;gewidmet;8020625;Handwerker-Siedlung;1
00008100:000a6de8;231102;Neukölln;Rudow;Grünanlage;Am Schönbergweg;-;-;-;11663;gewidmet;8041040;Waltersdorfer Chaussee Ost;1
00008100:0012d9bc;164;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Teltowkanal Südpromenade;Ring- bis Rathausstr.;-;-;7576;gewidmet;7050501;Rathausstr.;1
00008100:0012d9c3;242;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Unter Uns (Promenade);-;-;-;1373;gewidmet;7050501;Rathausstr.;1
00008100:0012d9bf;239;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Geiserich (Promenade);Kolonie;-;-;592;gewidmet;7040404;Marienhöhe;0
00008100:0012d9cd;202;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Hirzerweg - Promenade;-;-;-;5757;gewidmet;7050502;Fritz-Werner-Str.;1
00008100:0012d9cc;208;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Gebertgraben;-;-;-;1329;gewidmet;7070703;John-Locke-Str.;0
00008100:0012d9ca;210;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Reißeckstr. - Grünzug;-;-;-;12005;gewidmet;7050505;Hundsteinweg;1
00008100:0012d992;251;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Tauernallee/Ankogelweg - Promenade;Tauernallee 30;-;-;4660;gewidmet;7050505;Hundsteinweg;1
00008100:0012d9ab;178;Tempelhof-Schöneberg;Marienfelde;Grünanlage;Heilandsweide - Promenade u. Grünzug;-;-;-;34957;gewidmet;7060602;Kirchstr.;1
00008100:000a6dfb;231086;Neukölln;Rudow;Grünanlage;Rudower Höhe-Grünanlage;-;-;-;127996;gewidmet;8041040;Waltersdorfer Chaussee Ost;1
00008100:000a6de6;231110;Neukölln;Rudow;Grünanlage;Kattenpfuhl-Grünanlage;-;-;-;11274;gewidmet;8041040;Waltersdorfer Chaussee Ost;1
00008100:000a6dc3;241108;Neukölln;Rudow;Grünanlage;Meskengraben;-;-;-;56243;gewidmet;8041038;Waßmannsdorfer Chaussee;1
00008100:000a6de9;231104;Neukölln;Rudow;Grünanlage;Katzenpfuhl-Grünanlage;-;-;-;2083;gewidmet;8041038;Waßmannsdorfer Chaussee;1
00008100:0012d99d;172;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Ringstr. Süd - Grünzug u. Promenade;Ringstr. 11-23;-;-;6792;gewidmet;7050501;Rathausstr.;1
00008100:0012d96f;182;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Lessingplatz - Grünfläche;-;-;-;4922;gewidmet;7070701;Kettinger Str./Schillerstr.;1
00008100:0012d9a9;186;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Im Domstift (Grünanlage);-;-;-;1278;gewidmet;7070704;Nahariyastr.;1
00008100:0012db8c;18704;Tempelhof-Schöneberg;Marienfelde;Grünanlage;Wehnertstr. ggü 36;Durchgangsweg zur Grillostr.;-;-;919;gewidmet;7060602;Kirchstr.;1
00008100:0012d9de;224;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Lichtenrader Graben Ost;-;-;-;10770;gewidmet;7070704;Nahariyastr.;1
00008100:0012d9c1;134;Tempelhof-Schöneberg;Marienfelde;Grünanlage;Gutspark Marienfelde Gartendenkmal;-;1935;-;54412;gewidmet;7060602;Kirchstr.;1
00008100:0012d9c6;196;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Finchleystr. (am Altenheim);-;-;-;1852;gewidmet;7070703;John-Locke-Str.;0
00008100:000a6d5b;421.001-1;Neukölln;Neukölln;Grünanlage;Volkspark Hasenheide-Grünanlage;-;-;-;472344;gewidmet;8010115;Hasenheide;1
00008100:000a6d65;411017;Neukölln;Neukölln;Grünanlage;Truseplatz-Grünanlage;-;-;-;3136;gewidmet;8010405;Hertzbergplatz;1
00008100:000a6d67;411005;Neukölln;Neukölln;Grünanlage;Treptower Strasse-Grünanlage;-;-;-;514;gewidmet;8010406;Treptower Straße Nord;0
00008100:0012d972;184;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Alt-Lichtenrade Dorfteich - Grünanlage;-;-;-;7414;gewidmet;7070704;Nahariyastr.;1
00008100:0012db9d;18501;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Volkspark Lichtenrade;-;-;-;45239;-;7070704;Nahariyastr.;1
00008100:0012d97a;195;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Neue Heimat Promenade;Grünverbindung Lira-Damm/Lira-Graben;-;-;2289;gewidmet;7070703;John-Locke-Str.;0
00008100:0012dd04;17261;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Nelly-Sachs-Park - Grünanlage;-;-;-;14743;gewidmet;7010104;Dennewitzplatz;1
00008100:0012db4e;17450;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Lilli-Flora-Park (Pallasstr. 7);Pallaspark;-;-;656;gewidmet;7010102;Nollendorfplatz;0
00008100:000a6d02;431701;Neukölln;Neukölln;Grünanlage;Herrfurthplatz-Grünanlage;-;-;-;5280;gewidmet;8010117;Schillerpromenade;0
00008100:000a6e2c;221054;Neukölln;Britz;Grünanlage;Neumarkplan;-;-;-;1759;gewidmet;8020620;Tempelhofer Weg;0
00008100:0012d7e8;17934;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Gleditschstr. 3-23 - Grünanlage;-;2002;-;4154;gewidmet;7010102;Nollendorfplatz;1
00008100:0012d9c8;192;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Leopoldplatz;-;-;-;5336;gewidmet;7070706;Horstwalder Str./Paplitzer Str.;1
00008100:0012dd01;17266;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Cheruskerpark;-;1953;-;20139;gewidmet;7020204;Schöneberger Insel;1
00008100:0012d7e6;17929;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Hans-Baluschek-Park - Grünzug;Sachsendamm bis Prellerweg;2002;-;83338;gewidmet;7030303;Grazer Platz;1
00008100:000a6c9c;321039;Neukölln;Britz;Grünanlage;Hufeisenteich-Grünanlage;-;-;2012;8254;gewidmet;8020622;Parchimer Allee;1
00008100:000a6e5e;211076;Neukölln;Buckow;Grünanlage;Wildmeisterdamm 252/254;-;-;-;2054;gewidmet;8020728;Buckow Ost;0
00008100:0012d9d5;197;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;John-Locke-Str. - Grünanlage;-;-;-;3322;gewidmet;7070703;John-Locke-Str.;0
00008100:0012d9e6;189;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Prinzessinnenstr. (am Bahnhof);-;-;-;1497;gewidmet;7070705;Franziusweg/ Rohrbachstr.;0
00008100:0012db65;19003;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Annedore-Leber-Park - Grünanlage;Torgauer Straße; ; ;11193;gewidmet;7020204;Schöneberger Insel;1
00008100:0012dd0a;17250;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Alice-Salomon-Park - Grünanlage;Schwäbische Str.;1972;-;4501;gewidmet;7010103;Barbarossaplatz;0
00008100:0012dcfd;17269;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Grazer Platz - Grünfläche;-;-;-;13987;gewidmet;7030303;Grazer Platz;0
00008100:0012dd05;17267;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Der Insulaner - Grünanlage;-;-;-;103570.5;gewidmet;7030303;Grazer Platz;1
00008100:0012d981;229;Tempelhof-Schöneberg;Marienfelde;Grünanlage;Schichauweg (Grünanlage);-;-;-;5968;gewidmet;7060604;Marienfelde Süd;1
00008100:0023bea5;19236;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Kitty-Kuse-Platz;-;-;-;2604;gewidmet;7040401;Neu-Tempelhof;0
00008100:000a6e67;211067;Neukölln;Buckow;Grünanlage;Alt-Buckow Dorfteich-Grünanlage;-;-;-;5020;gewidmet;8020727;Buckow Mitte;1
00008100:000a6e5c;211077;Neukölln;Buckow;Grünanlage;Siedlung Spruch-Grünanlage;-;-;-;9833;gewidmet;8020726;Buckow West;1
00008100:0012dcfe;17268;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Ceciliengärten - Gartendenkmal;-;1928;-;4295;gewidmet;7030302;Ceciliengärten;0
00008100:0012d993;258;Tempelhof-Schöneberg;Marienfelde;Grünanlage;Poppenreuther Weg - Grünpromenade;Marienfelder Allee -Tirschenteuther Ring;-;-;3015;gewidmet;7060604;Marienfelde Süd;1
00008100:0012d99e;154;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Teltowkanal Nord Te-Damm-Alarichstr.;Finanzamtspromenade;-;-;7840;gewidmet;7040403;Manteuffelstr.;1
00008100:0012d99f;153;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Marienhöhe (Kolonie-Promenade);-;-;-;3213.4;gewidmet;7040404;Marienhöhe;1
00008100:0012d9b2;168;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Britzer Str. 38 (Nord);LSG;-;-;21407;gewidmet;7050504;Imbrosweg;1
00008100:0012db61;19101;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Tempelhofer Freiheit;ehem. Flughafen;-;-;2682234;-;7040401;Neu-Tempelhof;1
00008100:0012d984;131;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Alter Park - Gartendenkmal;-;1749;-;29327;gewidmet;7040403;Manteuffelstr.;1
00008100:0012db66;19058;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Wannseebahnquerung;ggü. Ebersstr. 7-8;-;-;140;gewidmet;7020203;Kaiser-Wilhelm-Platz;0
00008100:0012dc0b;716;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Wartburg (Promenade);-;-;-;2007;gewidmet;7050503;Eisenacher Str.;0
00008100:0012dc12;717;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Ma-Damm - Monopolstraße - Grünzug;-;-;-;4656;gewidmet;7050503;Eisenacher Str.;1
00008100:0012d9e2;214;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Oberlandpark;-;-;-;5135;gewidmet;7040406;Germaniagarten;1
00008100:0012d980;149;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Adolf-Scheidt-Platz - Gartendenkmal;-;1931;-;1583;gewidmet;7040401;Neu-Tempelhof;0
00008100:0012d9b4;132;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Franckepark - Gartendenkmal;-;1875;1928;48006;gewidmet;7040405;Rathaus Tempelhof;1
00008100:0012d9c7;206;Tempelhof-Schöneberg;Marienfelde;Grünanlage;Hüfnergärten (Grünanlage/Promenade);Alt-Marienfelde 33a/Nahmitzer Damm;-;-;12204;gewidmet;7060602;Kirchstr.;1
00008100:0012d99b;129;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Bosepark - Grünanlage;-;-;-;25300;gewidmet;7040403;Manteuffelstr.;1
00008100:0012d975;194;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Neanderstr. / Geibelstr.;-;-;-;7011;gewidmet;7070701;Kettinger Str./Schillerstr.;1
00008100:0012d78b;18038;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Tauernallee/Ankogelweg - Grünanlage;Tauernallee 50;-;-;6563;gewidmet;7050505;Hundsteinweg;1
00008100:0012d9bb;169;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Richterstr. - Grünzug u. Promenade;-;-;-;2122;gewidmet;7050501;Rathausstr.;1
00008100:0012d9c5;244;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Union (Promenade);-;-;-;582;gewidmet;7050501;Rathausstr.;1
00008100:0012d9dc;241;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Gerdsmeyer (Promenade);-;-;-;5115;gewidmet;7050502;Fritz-Werner-Str.;1
00008100:0012d9da;148;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Templerzeile;-;-;-;4726;gewidmet;7040405;Rathaus Tempelhof;1
00008100:0012d9a1;156;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Metzplatz;-;-;-;2097;gewidmet;7040405;Rathaus Tempelhof;0
00008100:0012db75;18981;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Nord-Süd-Grünzug;-;-;-;34651;gewidmet;7020204;Schöneberger Insel;1
00008100:0012d97b;240;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Türkenpfuhl (Promenade);-;-;-;6198;gewidmet;7050504;Imbrosweg;1
00008100:0012db70;19023;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Grünzug Reißeckstr./Floningweg;-;-;-;16090;gewidmet;7050505;Hundsteinweg;1
00008100:0012d978;133;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Volkspark Mariendorf - Gartendenkmal;-;1923;-;97778.5;gewidmet;7050503;Eisenacher Str.;1
00008100:0012d98c;243;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Einigkeit (Promenade);-;-;-;1578;gewidmet;7050501;Rathausstr.;1
00008100:0012d6f7;707;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Alt-Lichtenrade 73abc - Hinterland;Groß-Ziethener-Str. neben Nr. 65;-;-;4000;gewidmet;7070702;Alt-Lichtenrade/Töpchiner Weg;0
00008100:0012d797;18028;Tempelhof-Schöneberg;Marienfelde;Grünanlage;Alt-Marienfelde Dorfaue - Gartendenkmal;neben Schmiedeteich;1229;-;1034;gewidmet;7060602;Kirchstr.;0
00008100:0012d983;254;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Lützowstr. 25-29;-;-;-;4437;gewidmet;7070706;Horstwalder Str./Paplitzer Str.;0
00008100:0012d976;193;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Kaiserplatz - Grünanlage;-;-;-;2791;gewidmet;7070706;Horstwalder Str./Paplitzer Str.;0
00008100:0012d9cb;205;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Am Hellespont - Grünanlage;-;-;-;10347;gewidmet;7050504;Imbrosweg;1
00008100:0012d7d7;17955;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Volkspark Mariendorf Gartendenkmal;-;1923;-;10728;gewidmet;7050503;Eisenacher Str.;1
00008100:0011de32;5651;Spandau;Spandau;Grünanlage;Baumschule-Rahmengrün;innerhalb und angrenzend der KGA;-;-;1898;gewidmet;5010101;Hakenfelde Nord;0
00008100:0011deb2;61261;Spandau;Siemensstadt;Grünanlage;Wäldchen am Rohrdamm;Str am Schaltwerk-Janischweg;-;-;25983;gewidmet;5030832;Rohrdamm;1
00008100:000a30ea;28;Charlottenburg-Wilmersdorf;Schmargendorf;Grünanlage;Betty-Hirsch-Platz - Grünanlage;ehem. Platz S;-;-;3826;gewidmet;4041240;Messelpark;0
00008100:000a3062;1260;Charlottenburg-Wilmersdorf;Westend;Grünanlage;Heilsberger Dreieck;Heerstr. / Heilsberger Allee / Flatowall;-;-;13523;gewidmet;4020207;Flatowallee;1
00008100:0011ddd5;30880;Spandau;Wilhelmstadt;Grünanlage;Freiheitswiesen;-;-;-;103247;gewidmet;5020627;Tiefenwerder;1
00008100:0011de64;40932;Spandau;Gatow;Grünanlage;Waldschluchtpfad Grünfläche;-;-;-;4667;gewidmet;5040934;Alt-Gatow;1
00008100:000a30aa;31;Charlottenburg-Wilmersdorf;Schmargendorf;Grünanlage;Breite Str. 37 A/B / Kirchstr. - Grünanl;Grünanlage;1966;-;683;gewidmet;4041241;Breite Straße;0
00008100:000a2ff8;192;Charlottenburg-Wilmersdorf;Westend;Grünanlage;Theodor-Heuss-Platz - Grünanlage;Mittelinsel;-;-;9243;gewidmet;4020311;Reichsstraße;0
00008100:000a3068;143;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;Grünanlage;Nonnendamm 26-30 - GA;Nonnendamm bis Mörschbrücke;-;-;28725;künftige Widmung;4010101;Jungfernheide;0
00008100:000a330a;1258;Charlottenburg-Wilmersdorf;Westend;Grünanlage;Spreewiesen;Rahmengrün Kleingartenkolonie;-;-;5380;künftige Widmung;4020310;Park Ruhwald;0
00008100:000a3006;178;Charlottenburg-Wilmersdorf;Westend;Grünanlage;Havelchaussee 148 - Stößenseebrücke - GA;südl. der Heerstr.;-;-;7239;gewidmet;4020208;Kranzallee;1
00008100:000a31d0;10;Charlottenburg-Wilmersdorf;Wilmersdorf;Grünanlage;Hohenzollernplatz - Grünanlage;-;-;-;4246;gewidmet;4051652;Nikolsburger Platz;0
00008100:0011ddeb;30910;Spandau;Kladow;Grünanlage;Uferpromenade 70- Pferdekoppel;-;-;-;23792;gewidmet;5040936;Jägerallee;1
00008100:0011df00;60154;Spandau;Kladow;Grünanlage;Fuchsbergeweg-Grünzug;westl und östl Selbitzer Str ;-;-;31690;gewidmet;5040936;Jägerallee;1
00008100:000a2ee5;127;Charlottenburg-Wilmersdorf;Westend;Grünanlage;Ruhwaldpark;-;1937;1950;101370;gewidmet;4020310;Park Ruhwald;1
00008100:000a3167;9;Charlottenburg-Wilmersdorf;Wilmersdorf;Grünanlage;Nürnberger Platz - Grünanlage;-;-;-;1456;gewidmet;4051448;Schaperstraße;0
00008100:000a2ee1;00125.1;Charlottenburg-Wilmersdorf;Charlottenburg-Nord;Grünanlage;Jungfernheide - Volkspark (intensiv);-;1923;-;345702;gewidmet;4010101;Jungfernheide;1
00008100:000a2ee3;126;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Schlosspark Charlottenburg;-;-;-;498286;gewidmet;4030415;Schloßgarten;1
00008100:000a2ff0;162;Charlottenburg-Wilmersdorf;Charlottenburg;Grünanlage;Amtsgerichtsplatz - Grünanlage;-;-;-;2202;gewidmet;4030725;Amtsgerichtsplatz;0
00008100:000a30e1;63;Charlottenburg-Wilmersdorf;Grunewald;Grünanlage;Trabener Str. 70 A;Uferanlage Halensee;-;-;2610;gewidmet;4041134;Bismarckallee;1
00008100:000a3166;6;Charlottenburg-Wilmersdorf;Wilmersdorf;Grünanlage;Ludwigkirchplatz - Grünanlage;-;1981;-;4401;gewidmet;4051447;Ludwigkirchplatz;0
00008100:00212cbb;23660;Spandau;Gatow;Grünanlage;Graben E-Rieselfelder angrenzend;Str. 265;-;-;5483;gewidmet;5040935;Groß-Glienicker Weg;1
00008100:0011e34b;220;Spandau;Staaken;Grünanlage;Staakener Felder;Amalienhof+Upstall+Ramingraben,Cosmarweg;-;-;114167;gewidmet;5020417;Staakener Str.;1
00008100:002382cb;888;Spandau;Spandau;Grünanlage;Spieroweg-NER;Naturerlebnisraum;2016;-;10189;gewidmet;5020419;Magistratsweg;1
00008100:0024d0fc;60120;Spandau;Gatow;Grünanlage;Groß-Glienicker Weg Ecke Kladower Damm ;Dreiecksfläche;-;-;12240;gewidmet;5040935;Groß-Glienicker Weg;1
00008100:000a30c9;34;Charlottenburg-Wilmersdorf;Schmargendorf;Grünanlage;Messelpark;-;-;-;32296;gewidmet;4041240;Messelpark;1
00008100:000a31d2;23;Charlottenburg-Wilmersdorf;Wilmersdorf;Grünanlage;Franz-Cornelsen-Weg - Grünanlage;Grünzug;-;-;8549;gewidmet;4041342;Schlangenbader Straße;1
